0|İşte bu da sapı Daha nasıl olur ki aşkın ispatı Kartal ve Pendik Gittik gittik geldik Bakışınca o ahu gözlerle Yüzüme bakmadın Farketmedin bile Üzüldüm çok Çöktüm ama Derler ya kıvrıl fakat kırılma Ne kadar ayıp Ne yaptın Asuman Kalbimi kırdın Yap bi pansuman Ne kadar ayıp Yapma Asuman Kalbimi kırdın Yap bi pansuman İşte bu kapı İşte bu da sapı Daha nasıl olur aşkın ispatı Kartal ve Pendik Gittik gittik geldik Bakışınca o ahu gözlerle Yüzüme bakmadın Farketmedin bile Üzüldüm çok Çöktüm ama Derler ya kıvrıl fakat kırılma Ne kadar ayıp Ne yaptın Asuman Kalbimi kırdın Yap bi pansuman Ne kadar ayıp Yapma Asuman Kalbimi kırdın Yap bi pansuman Gitme aşk silahını bir gün çekince Ya hamle yap ya elini kaldır Dönüp sakın gitme Ne kadar ayıp Ne yaptın Asuman Kalbimi kırdın Ne kadar ayıp Ne yaptın Asuman Kalbimi kırdın Yap bi pansuman Ne kadar ayıp Yapma Asuman Kalbimi kırdın Yap bi pansumanYou might also like
0|Düşlerim evim buz gibi ellerim Seni buldu karanlıkta Yalnızdım sende yalnızdın aslında Güzel olduğu gibi olduğu yerde Ama olduğu gibi görünecek cesur adam nerdee Allahın cezası bir kaç hafta süre Alışmadan aman abi yakınlaşmadan şu mesele Aşıksan korkuyorsan kayıp sevip de susuyorsan ayıp yazık Daha gerçek ne var hayatta hem ne var korkup kaçacak bunda Biter tabi istersen yeter çeker gidersin ayrı Ama bil başarırım sen olmasan da yaşatırım ben bu aşkı Dağları deldim tek başıma çölleri aştım Bir tek ben erleri yendim kız başıma sende yıkılmam Dağları deldim tek başıma çölleri aştım Bir tek ben erleri yendim kız başıma sende yıkılmam Görgülü bilgili olsun zengin olsun diye hiiç işim olmaz Benim keyfim yerinde Magazin malı güllü dallı motorlar gibi koca aramıyorum ki oğlum ben Bu şarkılar niye aşk için aşk Bende sapına kadar var o ayrı Ama bil kesip atamam Sen olmasan da unutamam ben bu aşkı You might also likeDağları deldim tek başıma çölleri aştım Bir tek ben erleri yendim kız başıma sende yıkılmam Dağları deldim tek başıma çölleri aştım Bir tek ben erleri yendim kız başıma sende yıkılmam Dağları deldim tek başıma çölleri aştım Bir tek ben erleri yendim kız başıma sende yıkılmam
0|Peşinden az koşmadım ki Hak edeni görür Allah Mutluluk yakınyarından yakın Peşinden az koşmadım ki Ele güne rezil oldum Az çeneler sarfetmedim ki Hak edeni görür Allah Peşinden az koşmadım ki Ele güne rezil oldum Az çeneler sarfetmedim ki Hak edeni görür Allah Mutluluk yakın yarından yakın Kandırdım nazlı yarim Sonunda çılgın sözlerle Kandırdım sonunda Güzel gözlümü oyunlarla Kandırdım nazlı yarim Sonunda çılgın sözlerle Kandırdım sonunda Güzel gözlümü oyunlarla Sevgiye çeyrek var You might also like  Gün benim günüm beni tutmayın Yeni güne sevenim var İçim içimden taşar oldu Hatunumu buldum ben Mutluluk yakın yarından yakın Kandırdım nazlı yari Sonunda çılgın sözlerle Kandırdım sonunda Güzel gözlümü oyunlarla Kandırdım nazlı yari Sonunda çılgın sözlerle Kandırdım sonunda Güzel gözlümü oyunlarla Sevgiye çeyrek var Kandırdım nazlı yari Sonunda çılgın sözlerle Kandırdım sonunda Güzel gözlümü oyunlarla Kandırdım nazlı yari Sonunda çılgın sözlerle Kandırdım sonunda Güzel gözlümü oyunlarla Kandırdım
0|Ses etmem susarım anıların hatrına Sen yoksan ölümden ne farkı var Gel etme dön artık üzülecek martılar Dinlettin boynu bükük şarkılar Ses etmem susarım anıların hatrına Sen yoksan ölümden ne farkı var Gel etme dön artık üzülecek martılar Kitabına uydur sen yine bana gel Ben kölen olurum sen gitarıma tel Ey İlaç ol yaralarıma her acı geçer Beyaz ol karalarıma bu nasıl keder Niyetin çat çat çatlatmaksa İnadına pat pat sallar kalça Bi de peşimde gezinеn alçaklar var Deliricem sensiz akşamlarda Böylе sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Böyle sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan You might also like  Dinlettin boynu bükük şarkılar Ses etmem susarım anıların hatrına Sen yoksan ölümden ne farkı var Gel etme dön artık üzülecek martılar Anlatsam ağlar şu duvarlar Kumar gibi aşkı şansım yok Ne zaman uyansam konuşsam düşünsem Yine sen oh oh oh Anlatsam ağlar şu duvarlar Kumar gibi aşk hiç şansım yok Ne zaman uyansam konuşsam düşünsem Yine sen oh oh oh Böyle sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Böyle sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Dinlettin boynu bükük şarkılar Ses etmem susarım anıların hatrına Sen yoksan ölümden ne farkı var Gel etme dön artık üzülecek martılar Brr Dinlettin boynu bükük şarkılar Ses etmem susarım anıların hatrına Sen yoksan ölümden ne farkı var Gel etme dön artık üzüle mamamartılar2
0|Külleri uçtu bu gece Yorgun kırgın kahramanı Gel gör ki yalnız tek hece Çok değil kısa zaman önce Bir masal yeşerdi içimde Sen her gün yalanlar söyledikçe Can verdi kalbimde sessizce Yüzüm gözüm şişene kadar ağlamak istiyorum İçip sabaha kadar bayılmak istiyorum Caddelerde dolanıp bağırmak istiyorum Müsaadenle bu gece dağılmak istiyorum Yüzüm şişene kadar ağlamak istiyorum İçip sabaha kadar bayılmak istiyorum Caddelerde dolanıp bağırmak istiyorum Müsaadenle bu gece dağılmak istiyorum İçimden bir masalın Külleri uçtu bu gece Yorgun kırgın kahramanı Gel gör ki yalnız tek hece Çok değil kısa zaman önce Bir masal yeşerdi içimde Sen her gün yalanlar söyledikçe Can verdi kalbimde sessizce You might also like  Yüzüm gözüm şişene kadar ağlamak istiyorum İçip sabaha kadar bayılmak istiyorum Caddelerde dolanıp bağırmak istiyorum Müsaadenle bu gece dağılmak istiyorum Yüzüm şişene kadar ağlamak istiyorum İçip sabaha kadar bayılmak istiyorum Caddelerde dolanıp bağırmak istiyorum Müsaadenle bu gece dağılmak istiyorum İçimden bir masalın Külleri uçtu bu gece Bu gece Yorgun kırgın kahramanı Gel gör ki yalnız tek hece Yüzüm gözüm şişene kadar ağlamak istiyorum İçip sabaha kadar bayılmak istiyorum Caddelerde dolanıp bağırmak istiyorum Müsaadenle bu gece dağılmak istiyorum Yüzüm şişene kadar ağlamak istiyorum İçip sabaha kadar bayılmak istiyorum Caddelerde dolanıp bağırmak istiyorum Müsaadenle bu gece dağılmak istiyorum
0|Yanımdaki yanımda Karşımdaki canımda Uzaktasın uzakta Ah Kara sevdalar Çeken bilir acısını Seven sürer sefasını Ooo Ah Kara sevdalar Çeken bilir acısını Seven sürer sefasını Ooo Oralarda mevsim yaz mı Bu nameler saz mı caz mı Benim gönlüm kar mı buz mu Bilemiyorum ki nerden bileyim Ay Kimlere sorayım Şşşt Nerelere gideyim Teselliler ney mi mey mi İçiyorsak sebebi belli Söylenenler hayır mı şer mi Bilemiyorum ki nerden bileyim Ay Kimlere sorayım Şşşt Nerelere gideyim Yanımdaki yanımda Karşımdaki canımda Uzaktasın uzakta Ah Kara sevdalar Çeken bilir acısını Seven sürer sefasını Ooo Ah Kara sevdalar Çeken bilir acısını Seven sürer sefasını Ooo You might also like  Oralarda mevsim yaz mı Bu nameler saz mı caz mı Benim gönlüm kar mı buz mu Bilemiyorum ki nerden bileyim Ay Kimlere sorayım Şşşt Nerelere gideyim Teselliler ney mi mey mi İçiyorsak sebebi belli Söylenenler hayır mı şer mi Bilemiyorum ki nerden bileyim ay Kimlere sorayım Şşşt Nerelere gideyim Oralarda mevsim yaz mı Bu nameler saz mı caz mı Benim gönlüm kar mı buz mu Bilemiyorum ki nerden bileyim Ay Kimlere sorayım Şşşt Nerelere gideyim Teselliler ney mi mey mi İçiyorsak sebebi belli Söylenenler hayır mı şer mi Bilemiyorum ki nerden bileyim Ay Kimlere sorayım Şşşt Nerelere gideyim Oralarda mevsim yaz mı Bu nameler saz mı caz mı Benim gönlüm kar mı buz mu Bilemiyorum ki nerden bileyim Ay Kimlere sorayım Şşşt Nerelere gideyim
0|İşledi ruhuma bildiğin gibi değil Ah ah Segah Hissediyorum rockstar biri ama yaşıyorum tam serseri gibi Ah ah Yedimdeki gibi yirmimdeyim Bileğim pek de güçlü değil Değişmedi içimdeki masum peri Ama kovaladım yine her gün daha deli Seçemem yolu ama çıkarır beni bi şekil Gideceğim yere kadar Benim için kolay değil olay Ah ah İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile ah İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile bak Hislere bırak sarsın seni İşledi ruhuma deli yürüdüğüm yol bile beni ezberledi Sorunumuz yok değil bu kez ezberledik Geri döner adımları ediyorum sanma sakın pes Koşarım durmam kalsa bile tek içimdeki ses Karşı çıktım bak dünyaya edemedi bile pes Bununlayım dönmüyorum geri çekiyorum rest size You might also like  İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile bak İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile ah İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile bak Yine dene inadına dene Sarhoş oldum unuturum diye gidemedim eve Benimle misin bebek Takıl peşime Bundan sonra bi sana bakarım bi de işime Boş konuşmam hiç dinle istersen İnan onu yapıcaz ben ne istersem Listeleri doldururuz kalbinle dinlersen Bi gün bu semt göstericek ebemizi tersten Korkusuz yaşarım genç ölürüm ya Görürsem şaşarım gün yüzünü ey Huzur kırmızı ben renk körüyüm sanki Dostum çok yine de tek yürürüm cano Tükürürüm gümüş dişlerimin arasından sana Güldürürüm bu dünyada çocukları sadece Sığınırım her gece o duaların arkasına Kırk yaşına gelsem bile takılırım mahallede İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile ah İnan ama neye dua ettim ben her gece yine bak İnadına dene yalpalayıp bulamasan evinin yolunu bile bak Segah4
0|Herkes peşimde kuyruk Parmağımın ucuna doladığım herkesin ahını almışım Ki bana bakışına kul köle Her cümlen ezberimde Ne yediğini içtiğini bilmesem napardım Bilmem Napardım Bilmem Seni bir gün görmesem Sesini bile duymasam Napardım Bilmem Napardım Bilmem Seni bir gün görmesem Sesini bile duymasam Napardım Bilmem Ben eserdim yel gibi Gürler giderdim şimşek gibi Kafam atar aramazdım Canım ister kıramazdı etraftaki kimse beni Şimdi hüznün dibinde İplerim senin elinde Üşümüş kedi yavrusu gibi sensiz napardım Bilmem You might also like  Napardım Bilmem Seni bir gün görmesem Sesini bile duymasam Napardım Bilmem Napardım Bilmem Seni bir gün görmesem Sesini bile duymasam Napardım Bilmem Bu nasıl bir aşk Söyle neden bu yaş Hadi gel ne olur yine olalım Bitmesin bu deli aşk Napardım Bilmem Seni bir gün görmesem Sesini bile duymasam Napardım Bilmem Napardım Bilmem Seni bir gün görmesem Sesini bile duymasam Napardım Bilmem Napardım Bilmem Da da dım Seni bir gün görmesem Da da dım Sesini bile duymasam Da da dım Napardım Bilmem Napardım Bilmem Da da dım Seni bir gün görmesem Da da dım Sesini bile duymasam Da da dım Napardım Bilmem Napardım Bilmem Napardım
0|Koptum Gitti Koptum Senden Bir Mesele Kalmadı Kim Demişse Yalan Demş Uykularım Da Kaçmadı Yok Canım İşte Vesvese Vesvese Değil De Söyle Ne Hakikaten Her Yerde Aşk Var Bir Gören Yok Seni Burada Bir Tutan Yok Sen Yolcusun Yolcu Kal Uyan Da Gel Bir Gün Görüşürüz Senin İçin Bir Şeyler DüşünürüzYou might also like
0|Kalmadı kimseye insafım Affedemem ben bunları geç Atlatırsın yaşın daha çok genç Seni herkese karşı savunuyordum Yüzümü kara çıkarmaz diyordum Gönül gözüyle baktığımdan Gerçeği göremiyordum X2 Nabza göre şerbet falan filan On lafın dokuzu yalan Kim varsa sana güvenip inanan İntikam için gün sayıyor Ne bedduam var nede ahım Kalmadı kimseye insafım Affedemem ben bunları geç Atlatırsın yaşın daha çok genç X2You might also like
